"date","gdp","nks","emp","hrs","co2","sox","ls","tfpe","tfph"
"1830-01-01",,,,,7097.81211163221,,,,
"1831-01-01",,,,,5112.43947484804,,,,
"1832-01-01",,,,,5402.06043031973,,,,
"1833-01-01",,,,,5229.96681909742,,,,
"1834-01-01",,,,,5049.47839757158,,,,
"1835-01-01",,,,,5452.42929214089,,,,
"1836-01-01",,,,,6413.63507189475,,,,
"1837-01-01",,,,,6871.15223343698,,,,
"1838-01-01",,,,,7013.86400859694,,,,
"1839-01-01",,,,,7685.44883287911,,,,
"1840-01-01",,,,,8852.32746506939,,,,
"1841-01-01",,,,,8466.16619110714,,,,
"1842-01-01",,,,,8797.76119809646,,,,
"1843-01-01",,,,,8147.1633995731,,,,
"1844-01-01",,,,,8936.27556810466,,,,
"1845-01-01",,,,,9414.7797554057,,,,
"1846-01-01",,,,,10271.0504063655,,,,
"1847-01-01",,,,,10674.0013009348,,,,
"1848-01-01",,,,,9490.33304813745,,,,
"1849-01-01",,,,,10006.6138818044,,,,
"1850-01-01",,,,,10690.7909215418,70.6192502712056,,,
"1851-01-01",,,,,11647.7992961439,65.6795728408987,,,
"1852-01-01",,,,,13070.7196425918,84.7528625466409,,,
"1853-01-01",,,,,13503.0523732234,88.7553232392906,,,
"1854-01-01",,,,,14959.5519608854,97.030853552742,,,
"1855-01-01",,,,,15324.7262090888,99.8462287910925,,,
"1856-01-01",,,,,15135.8429772595,100.672119150794,,,
"1857-01-01",,,,,15757.0589397205,105.200552861955,,,
"1858-01-01",,,,,16554.5659185556,116.876529664573,,,
"1859-01-01",,,,,17066.6493470707,115.444418447364,,,
"1860-01-01",,,,,17427.6261901224,112.476255116956,,,
"1861-01-01",,,,,18854.743941722,124.720186292278,,,
"1862-01-01",,,,,18724.6243820173,122.440788868825,,,
"1863-01-01",,,,,19736.1990235923,130.230455980217,,,
"1864-01-01",,,,,20714.1944239533,136.80070914523,,,
"1865-01-01",,,,,21834.9015994741,145.469796485628,,,
