"date","gdp","nks","emp","hrs","co2","sox","ls","tfpe","tfph"
"1819-01-01",,,,,274.725347331301,,,,
"1820-01-01",,,,,362.318936335484,,,,
"1821-01-01",,,,,390.189623745906,,,,
"1822-01-01",,,,,398.152677291741,,,,
"1823-01-01",,,,,378.245043427154,,,,
"1824-01-01",,,,,433.986418247998,,,,
"1825-01-01",,,,,437.967945020915,,,,
"1826-01-01",,,,,497.690846614676,,,,
"1827-01-01",,,,,517.598480479263,,,,
"1828-01-01",,,,,497.690846614676,,,,
"1829-01-01",,,,,517.598480479263,,,,
"1830-01-01",,,,,537.50611434385,,,,
"1831-01-01",,,,,521.580007252181,,,,
"1832-01-01",,,,,557.413748208437,,,,
"1833-01-01",,,,,465.838632431337,,,,
"1834-01-01",,,,,637.044283666786,,,,
"1835-01-01",,,,,688.804131714712,,,,
"1836-01-01",,,,,732.600926216803,,,,
"1837-01-01",,,,,768.43466717306,,,,
"1838-01-01",,,,,923.714211316839,,,,
"1839-01-01",,,,,1150.66123737313,,,,
"1840-01-01",,,,,1270.10704056065,,,,
"1841-01-01",,,,,1433.34963825027,,,,
"1842-01-01",,,,,1584.64765562113,,,,
"1843-01-01",,,,,1377.60826342942,,,,
"1844-01-01",,,,,1731.96414621907,,,,
"1845-01-01",,,,,1954.92964550245,,,,
"1846-01-01",,,,,2297.34094797335,,,,
"1847-01-01",,,,,2261.50720701709,,,,
"1848-01-01",,,,,2536.23255434839,,,,
"1849-01-01",,,,,2456.60201889004,,,,
"1850-01-01",,,,,2528.26950080256,31.2141525792322,,,
"1851-01-01",,,,,2536.23255434839,34.149234928805,,,
"1852-01-01",,,,,3053.83103482765,38.2817726852557,,,
"1853-01-01",,,,,3503.74356016732,41.9239885675566,,,
"1854-01-01",,,,,3451.9837121194,42.5854860718273,,,
"1855-01-01",,,,,4021.34204064658,46.0098699200332,,,
"1856-01-01",,,,,4598.66342271961,50.5147050198848,,,
"1857-01-01",,,,,5295.43060798016,54.9241799498105,,,
"1858-01-01",,,,,7871.47843005772,62.7150509938821,,,
"1859-01-01",,,,,6374.42436344077,62.5704644768128,,,
"1860-01-01",,,,,6681.00192495542,67.3175526854092,,,
"1861-01-01",,,,,6931.83811164921,69.5549814460296,,,
