"date","gdp","nks","emp","hrs","co2","sox","ls","tfpe","tfph"
"1830-01-01",,,,,3.88218233274701,,,,
"1831-01-01",,,,,3.88218233274701,,,,
"1832-01-01",,,,,3.88218233274701,,,,
"1833-01-01",,,,,3.88218233274701,,,,
"1834-01-01",,,,,3.88218233274701,,,,
"1835-01-01",,,,,3.88218233274701,,,,
"1836-01-01",,,,,23.2930939964821,,,,
"1837-01-01",,,,,38.8218233274701,,,,
"1838-01-01",,,,,27.1752763292291,,,,
"1839-01-01",,,,,50.4683703257112,,,,
"1840-01-01",,,,,38.8218233274701,,,,
"1841-01-01",,,,,108.701105316916,,,,
"1842-01-01",,,,,151.405110977133,,,,
"1843-01-01",,,,,182.46256963911,,,,
"1844-01-01",,,,,213.520028301086,,,,
"1845-01-01",,,,,291.163674956026,,,,
"1846-01-01",,,,,298.92803962152,,,,
"1847-01-01",,,,,275.634945625038,,,,
"1848-01-01",,,,,310.574586619761,,,,
"1849-01-01",,,,,345.514227614484,,,,
"1850-01-01",,,,,524.094614920846,20.5952798734167,,,
"1851-01-01",,,,,539.623344251835,21.9485028869971,,,
"1852-01-01",,,,,566.798620581064,23.3715827473428,,,
"1853-01-01",,,,,691.028455228968,25.38633350355,,,
"1854-01-01",,,,,582.327349912052,25.9852377288732,,,
"1855-01-01",,,,,586.209532244799,27.2491081601212,,,
"1856-01-01",,,,,799.729560545884,29.8217454284862,,,
"1857-01-01",,,,,900.666301197306,31.6880875545547,,,
"1858-01-01",,,,,1219.00525248256,35.1601240618847,,,
"1859-01-01",,,,,1727.57113807242,39.7963314094519,,,
"1860-01-01",,,,,2045.91008935767,43.4552186620414,,,
"1861-01-01",,,,,2123.55373601261,45.4124727482358,,,
"1862-01-01",,,,,2317.66285264997,48.1547121423901,,,
"1863-01-01",,,,,2577.76906894402,51.466866874895,,,
"1864-01-01",,,,,2472.95014595985,52.0774120317627,,,
"1865-01-01",,,,,2441.89268729787,53.4531433894731,,,
"1866-01-01",,,,,2426.36395796688,54.6313992628086,,,
"1867-01-01",,,,,2709.76326825741,58.3388678703552,,,
"1868-01-01",,,,,2818.46437357433,60.6009230121561,,,
"1869-01-01",,,,,2795.17127957785,61.6595663045409,,,
"1870-01-01",,,,,3257.15097717474,65.9073806153825,,,
"1871-01-01",,,,,3113.5102308631,73.842635361951,,,
"1872-01-01",,,,,3455.14227614484,81.3687526139375,,,
"1873-01-01",,,,,3323.14807683144,86.0073742044819,,,
"1874-01-01",,,,,3303.73716516771,91.7680904900594,,,
"1875-01-01",,,,,3486.19973480682,98.9668004294924,,,
"1876-01-01",,,,,3781.24559209559,107.106359465717,,,
"1877-01-01",,,,,4006.41216739492,113.12690980188,,,
"1878-01-01",,,,,3979.23689106569,118.574933559785,,,
"1879-01-01",,,,,4208.28564869776,125.65482097221,,,
"1880-01-01",,,,,4678.02971096015,134.74970340883,,,
"1881-01-01",,,,,5225.41741987748,143.849417092571,,,
"1882-01-01",,,,,5702.92584680536,150.365790131653,,,
"1883-01-01",,,,,6254.19573805543,156.609905034195,,,
"1884-01-01",,,,,6219.25609706071,156.468729783289,,,
"1885-01-01",,,,,6102.7906270783,158.525806241722,,,
"1886-01-01",,,,,6456.06921935828,164.038509507393,,,
"1887-01-01",,,,,6506.53758968399,168.461970421671,,,
"1888-01-01",,,,,6817.11217630375,173.03221417906,,,
"1889-01-01",,,,,7228.62350357494,194.090412903472,,,
"1890-01-01",,,,,7776.01121249226,217.115398319249,,,
"1891-01-01",,,,,8412.68911506277,230.418995129017,,,
"1892-01-01",,,,,8793.14298367198,243.127194724335,,,
"1893-01-01",,,,,8602.91604936738,251.468197547197,,,
"1894-01-01",,,,,9255.12268126887,265.022600051984,,,
"1895-01-01",,,,,9115.36411728998,274.713590930507,,,
"1896-01-01",,,,,9856.86094284466,289.596083380345,,,
"1897-01-01",,,,,10113.084976806,301.300142212135,,,
"1898-01-01",,,,,9930.62240716685,310.875928405008,,,
"1899-01-01",,,,,11258.3287649663,309.865816659465,,,
"1900-01-01",,,,,11887.2423028713,305.241904154923,,,
"1901-01-01",,,,,12508.3914761109,305.488385829548,,,
"1902-01-01",,,,,13071.3079143592,312.927135591224,,,
"1903-01-01",,,,,12900.4918917183,308.717597649384,,,
"1904-01-01",,,,,13766.2185519209,320.754825259275,,,
"1905-01-01",,,,,14379.6033604949,324.240859964329,,,
"1906-01-01",,,,,14686.2957647819,328.691265222817,,,
"1907-01-01",,,,,14934.7554340777,334.434322544036,,,
"1908-01-01",,,,,15664.6057126342,344.059672637256,,,
"1909-01-01",,,,,16068.3526752399,344.322869974461,,,
"1910-01-01",,,,,15781.0711826166,351.967065405611,,,
"1911-01-01",,,,,15606.372977643,346.93045446502,,,
"1912-01-01",,,,,16934.0793354425,379.308673509554,,,
"1913-01-01",,,,,18455.8948098793,364.686602175266,,,
"1914-01-01",,,,,18331.6649752314,326.816806298995,,,
"1915-01-01",,,,,16223.6399685498,330.770076995997,,,
"1916-01-01",,,,,18929.5210544744,333.586583903355,,,
"1917-01-01",,,,,16794.3207714636,341.330986039088,,,
"1918-01-01",,,,,17729.9267136556,348.191720073425,,,
"1919-01-01",,,,,16875.8466004513,317.425097013516,,,
"1920-01-01",,,,,14892.0514284175,323.662594715948,,,
"1921-01-01",,,,,15730.6028122909,320.278533337923,,,
"1922-01-01",,,,,15831.5395529423,310.116032173496,,,
"1923-01-01",,,,,18238.4925992455,319.650341998689,,,
"1924-01-01",,,,,19484.6731280572,317.845060156711,,,
"1925-01-01",,,,,20187.3481302845,312.701435755605,,,
"1926-01-01",,,,,19473.026581059,305.159484128073,,,
"1927-01-01",,,,,22722.4131935683,327.214730492154,,,
"1928-01-01",,,,,22796.1746578904,312.054175410521,,,
