"date","gdp","nks","emp","hrs","co2","sox","ls","tfpe","tfph","pop"
"1850-01-01",,,,,,0.986290478709034,,,,
"1851-01-01",,,,,,0.984826722386414,,,,
"1852-01-01",,,,,,0.98450614105012,,,,
"1853-01-01",,,,,,0.992957656961053,,,,
"1854-01-01",,,,,,0.996751191271078,,,,
"1855-01-01",,,,,,0.992485828757973,,,,
"1856-01-01",,,,,,0.999779425849507,,,,
"1857-01-01",,,,,,1.00065101955856,,,,
"1858-01-01",,,,,,0.998020835800554,,,,
"1859-01-01",,,,,,1.00171544169013,,,,
"1860-01-01",,,,,,0.999174393304748,,,,
"1861-01-01",,,,,,1.00792619489585,,,,
"1862-01-01",,,,,,1.00925402979338,,,,
"1863-01-01",,,,,,1.00636200257756,,,,
"1864-01-01",,,,,,1.01101087116915,,,,
"1865-01-01",,,,,,1.01674624446975,,,,
"1866-01-01",,,,,,1.01576558887367,,,,
"1867-01-01",,,,,,1.01572508233114,,,,
"1868-01-01",,,,,,1.01342666646435,,,,
"1869-01-01",,,,,,1.01708618878989,,,,
"1870-01-01",,,,,23.8101623723106,1.11784466956547,,,,
"1871-01-01",,,,,39.683603953851,1.14105832944934,,,,
"1872-01-01",,,,,563.507176144684,2.51515168776038,,,,
"1873-01-01",,,,,785.73535828625,3.10656896314955,,,,
"1874-01-01",,,,,575.412257330839,2.5403015676928,,,,
"1875-01-01",,,,,1265.90696612785,4.35356161175428,,,,
"1876-01-01",,,,,1242.09680375554,4.28078475110447,,,,
"1877-01-01",,,,,726.209952355473,2.91137323064964,,,,
"1878-01-01",,,,,694.463069192392,2.8129859404544,,,,
"1879-01-01",,,,,765.893556309324,2.98918104380925,,,,
"1880-01-01",,,,,952.406494892424,3.45898726674432,,,,
"1881-01-01",,,,,964.311576078579,3.80568971625568,,,,
"1882-01-01",,,,,1174.63467703399,4.96640134819596,,,,
"1883-01-01",,,,,1234.16008296477,5.32137672741579,,,,
"1884-01-01",,,,,1301.62220968631,5.9806947696234,,,,
"1885-01-01",,,,,1206.38156019707,5.99917206023666,,,,
"1886-01-01",,,,,1333.36909284939,6.67704841959795,,,,
"1887-01-01",,,,,1373.05269680324,7.07689589384975,,,,
"1888-01-01",,,,,1480.19842747864,7.70176950073189,,,,
"1889-01-01",,,,,1702.42660962021,8.60843086284755,,,,
"1890-01-01",,,,,1817.50906108638,10.905621258303,,,,
"1891-01-01",,,,,1884.97118780792,11.2236634702344,,,,
"1892-01-01",,,,,1833.38250266792,11.2897319675604,,,,
"1893-01-01",,,,,1638.93284329405,10.9433619764807,,,,
"1894-01-01",,,,,1924.65479176177,11.8640483364873,,,,
